"","X","case_received_date","case_status","country_of_citizenship","decision_date","employer_state","employer_name","employer_yr_estab","foreign_worker_info_birth_country","foreign_worker_info_education","job_info_alt_combo_ed","job_info_alt_occ_job_title","job_info_job_title","job_info_work_state","wage_offer_from_9089","wage_offer_unit_of_pay_9089","employer_size","Center","Career_Cluster"
"20146",20145,2014,"Certified","TAIWAN",2015,"NEW YORK","Alstom Signaling Inc.",1928,"TAIWAN","Associate's","Associate's","Computer-related occupation","Systems Engineer Senior","NEW YORK",95098,"Year","Large","CA or VT",203320
"11370",11369,2014,"Certified-Expired","INDIA",2014,"NEW JERSEY","L&T TECHNOLOGY SERVICES LIMITED",2013,"INDIA","Bachelor's","Other","""Industrial Designer, Project Engineer, Product Engineer, Design Engineer, Product Designer""","Industrial Designer","NEW JERSEY",55370,"Year","Medium","CA or VT",175171
"26325",26324,2015,"Certified-Expired","INDIA",2015,"CT","""SAGARSOFT, INC""",1999,"","Bachelor's","Bachelor's","Programmer Analyst","Senior .Net Software Engineer","CT",102000,"Year","Medium","CA or VT",224547
"20744",20743,2015,"Certified","CHINA",2015,"CALIFORNIA","CYPRESS SEMICONDUCTOR (MINNESOTA) INC.",1982,"CHINA","Master's","Master's","Technology Development Engineer or related","Technology Development Engineer","MINNESOTA",65042,"Year","Large","Unknown",205273
"1034",1033,2013,"Certified","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Business Analyst - II","NEW JERSEY",92248,"Year","Large","CA or VT",137835
"5402",5401,2014,"Certified-Expired","INDIA",2014,"CALIFORNIA","BROADCOM CORPORATION",1991,"INDIA","Bachelor's","Master's","Related Occupation","""Engineer, Sr. Staff - Software Systems""","CALIFORNIA",126547,"Year","Large","CA or VT",155732
"4283",4282,2014,"Certified-Expired","INDIA",2014,"CALIFORNIA","HCL AMERICA INC.",1988,"INDIA","Other","Other","""Consultant, Engineer or related field""","Business Analyst","TEXAS",70845,"Year","Large","Unknown",151623
"45670",45669,2015,"Certified","INDIA",2016,"CA","APPLE INC.",1977,"","Bachelor's","Bachelor's","job offered or related occupation","Software Engineer Applications","CA",125000,"Year","Large","CA or VT",293635
"33027",33026,2015,"Withdrawn","INDIA",2016,"MA","VIRTUSA CORPORATION",1995,"","Master's","Master's","IT devel incl  3yrs of dist portal app devel for large financial service orgs","Sr. Technical Lead - UI","MA",113422,"Year","Large","CA or VT",250580
"20166",20165,2014,"Certified","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",64438,"Year","Large","CA or VT",203371
"6499",6498,2014,"Certified-Expired","INDIA",2014,"NEW JERSEY","""CENTRAPRISE, CORP""",2011,"INDIA","Master's","Bachelor's","ANY SUITABLE JOB TITLE","SR. PROGRAMMER ANALYST","NEW JERSEY",76000,"Year","Medium","CA or VT",159166
"53914",53913,2016,"Certified","INDIA",2016,"NY","TANISHA SYSTEMS INC",2002,"","Bachelor's","Bachelor's","Any IT Profession","Sr. Programmer Analyst","NY",111114,"Year","Medium","CA or VT",321466
"41518",41517,2015,"Certified-Expired","MALAYSIA",2016,"IN","CUMMINS INC.",1919,"","Master's","Bachelor's","""Materials Planning Mgr, Business Advisor, Sourcing Engr or related""","Supply Chain Manager","SC",91600,"Year","Large","CA or VT",280350
"58927",58926,2016,"Certified","INDIA",2016,"FL","KFORCE INC.",1994,"","Master's","Bachelor's","IT Field","Lead Analyst","FL",74880,"Hour","Large","CA or VT",338736
"16308",16307,2014,"Certified-Expired","INDIA",2015,"MISSOURI","AMDOCS INC.",1984,"INDIA","Bachelor's","Bachelor's","DATABASE ADMINISTRATION","SENIOR DATABASE ADMINISTRATOR","ILLINOIS",88937.04,"Year","Large","Unknown",191031
"43746",43745,2015,"Certified","INDIA",2016,"NJ","""AUROPRO SYSTEMS, INC""",1998,"","Bachelor's","Bachelor's","Computer Software Professional","Programmer Analyst Java II","NJ",103626,"Year","Small","CA or VT",287689
"64296",64295,2016,"Certified","VENEZUELA",2016,"FL","""INTERNACIONAL CH, LLC""",2013,"","Bachelor's","Other","","DIRECTOR OF MARKETING OPERATIONS","FL",140296,"Year","Micro","Unknown",357411
"44149",44148,2015,"Certified","TAIWAN",2016,"CA","""CHINESE GOURMET GROUP, INC.""",1993,"","Master's","Master's","","Business Development Analyst","CA",39325,"Year","Large","CA or VT",288887
"5375",5374,2014,"Certified-Expired","INDIA",2014,"CALIFORNIA","""PAYPAL, INC.""",1999,"INDIA","Master's","Bachelor's","FIELD OF SOFTWARE ENGINEERING OR PROGRAM ANALYSIS","""MTS 2, SOFTWARE ENGINEER""","CALIFORNIA",190000,"Year","Large","CA or VT",155666
"63915",63914,2016,"Certified","INDIA",2016,"MD","Radiant Infotech LLC",2008,"","Master's","Bachelor's","","Software Engineer","MD",92061,"Year","Micro","CA or VT",356113
"31562",31561,2015,"Certified-Expired","INDIA",2015,"TX","""NTT DATA, INC""",1965,"","Bachelor's","Master's","Experience working with Java and J2EE see H14","Java Developer (Multiple Openings)","TX",110406,"Year","Large","CA or VT",244795
"8323",8322,2014,"Certified-Expired","INDIA",2015,"MARYLAND","""QUALITY SOFTWARE SERVICES, INC.""",1997,"INDIA","Master's","Bachelor's","","Requirement Analyst","MARYLAND",88587,"Year","Large","CA or VT",164944
"50140",50139,2016,"Certified","INDIA",2016,"NJ","""RESOURCE LOGISTICS, INC.""",1997,"","Bachelor's","Bachelor's","Any related occupation.","Senior Technical Architect","NJ",123490,"Year","Medium","CA or VT",308944
"19141",19140,2015,"Certified","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",64438,"Year","Large","CA or VT",200083
"45138",45137,2015,"Certified","INDIA",2016,"TX","""KENNEDY INTERNATIONAL SOFTWARE, INC""",2000,"","Master's","Bachelor's","* Programmer Analyst or Related","Software Developer (Net/Sharepoint)","TX",82618,"Year","Medium","Unknown",291886
"45448",45447,2015,"Certified","INDIA",2016,"MA","FMR LLC",1946,"","Bachelor's","Master's","Job offered or Quality Assurance testing of a  [CONT'D IN H.14]","Senior Quality Assurance Engineer","TX",85000,"Year","Large","CA or VT",292901
"28540",28539,2015,"Certified-Expired","INDIA",2015,"VA","""CAPITAL ONE SERVICES, LLC""",1995,"","Bachelor's","Bachelor's","Any job title in which required experience gained.","Master Software Engineer","DE",110000,"Year","Large","CA or VT",233802
"5630",5629,2014,"Certified-Expired","INDIA",2014,"CALIFORNIA","RJT COMPUQUEST INC.",1998,"INDIA","Bachelor's","Other","""IT Consultnt, IT Lead, Programmer Analyst or related occupation""","Software Engineer/Developer","CALIFORNIA",78562,"Year","Medium","CA or VT",156435
"46862",46861,2016,"Certified","CANADA",2016,"CA","NETFLIX",1998,"","Bachelor's","Bachelor's","Field of Software or Graphic Design","Senior User Interface Designer","CA",220000,"Year","Large","Unknown",297881
"32386",32385,2015,"Certified-Expired","INDIA",2015,"MI","TECHNOSOFT CORPORATION",1996,"","Bachelor's","Bachelor's","","Software Application Developer / Analyst","MI",76648,"Year","Large","CA or VT",248102
"66557",66556,2016,"Certified","INDIA",2016,"CA","""VIMO, INC. DBA GETINSURED.COM""",2005,"","Bachelor's","Master's","Software Engineer or related occupation","Senior Software Engineer","CA",151000,"Year","Medium","CA or VT",364424
"58251",58250,2016,"Certified","CANADA",2016,"MA","THE BOSTON CONSULTING GROUP",1963,"","Master's","Master's","""Management consultant, business analyst...continued in H.14.""","Project Leader/Principal","IL",181500,"Year","Large","CA or VT",336427
"51748",51747,2016,"Certified","INDIA",2016,"NJ","AMNEAL PHARMACEUTICALS LLC",2002,"","Master's","Bachelor's","","Engineering Supervisor","NJ",106995,"Year","Large","CA or VT",314315
"54708",54707,2016,"Certified","CANADA",2016,"CA","GOOGLE INC.",1998,"","Bachelor's","Master's","See H.14","Software Engineer","CA",113000,"Year","Large","CA or VT",324180
"48663",48662,2016,"Certified","INDIA",2016,"NJ","DIVERSANT LLC",2010,"","Bachelor's","Other","Any computer related occupation.","Consultant (Oracle Developer)","NJ",123490,"Year","Large","CA or VT",304093
"45750",45749,2015,"Certified","CANADA",2016,"WA","AMAZON CORPORATE LLC",1999,"","Master's","Bachelor's","""Business Analyst, Technical Lead, Project Manager or related""","Senior Product Manager - Technical","WA",130000,"Year","Large","CA or VT",293949
"36611",36610,2015,"Certified-Expired","INDIA",2016,"MA","UNIVERSAL SOFTWARE CORPORATION",1992,"","Bachelor's","Other","Computer Software Professional","Programmer Analyst","MA",88000,"Year","Medium","CA or VT",263744
"35538",35537,2015,"Certified-Expired","INDIA",2016,"VA","HCENTIVE",2009,"","Bachelor's","Bachelor's","""Java Developer, IT Analyst, Developer, Software Engineer or related position""","Sr. Software Engineer","VA",89669,"Year","Medium","CA or VT",259729
"4140",4139,2013,"Certified","INDIA",2015,"TEXAS","""BUSINESS INTELLI SOLUTIONS, INC.""",2006,"INDIA","Bachelor's","Bachelor's","""ANALYST, CONSULTANT, ENGINEER, MANAGER, LEAD""","Systems Analyst","TEXAS",77000,"Year","Medium","CA or VT",150895
"42479",42478,2015,"Certified-Expired","INDIA",2016,"NJ","""FUSION PLUS SOLUTIONS, INC""",2012,"","Master's","Bachelor's","ANY SUITABLE JOB TITLE","NETWORK ADMINISTRATOR","NJ",80000,"Year","Medium","CA or VT",283770
"16820",16819,2015,"Certified","BRAZIL",2015,"NEW JERSEY","SIEMENS CORPORATION",1970,"BRAZIL","Master's","Other","5 yrs of broad based tax experience","International Tax Counsel/Attorney","NEW JERSEY",133536,"Year","Large","CA or VT",192791
"44905",44904,2015,"Certified","INDIA",2016,"TX","""ZUVEN TECHNOLOGIES INC,""",2009,"","Master's","Bachelor's","* Programmer Analyst or Related","Sr. Software Engineer I","TX",81952,"Year","Medium","Unknown",291175
"50596",50595,2016,"Certified","INDIA",2016,"TX","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"","Bachelor's","Other","","Computer Systems Analyst - II","TX",66144,"Year","Large","CA or VT",310641
"49939",49938,2016,"Certified","AUSTRIA",2016,"NY","""Stink Digital USA LLC, dba Stinkdigital""",2009,"","Bachelor's","Other","""Developer, Interactive Designer, or a related occupation.""","Senior Developer","CA",135000,"Year","Small","CA or VT",308207
"59192",59191,2016,"Certified","INDIA",2016,"MD","""LEIDOS BIOMEDICAL RESEARCH, INC.""",1995,"","Master's","Master's","Research Assistant","Research Associate II","MD",68661,"Year","Large","Unknown",339749
"41790",41789,2015,"Certified-Expired","CHINA",2016,"CA","GOOGLE INC.",1998,"","Doctorate","Doctorate","See H.14","Software Engineer","NY",113000,"Year","Large","CA or VT",281304
"55755",55754,2016,"Certified","INDIA",2016,"MA","AQUENT LLC",1986,"","Bachelor's","Master's","performing Visual C++ and Microsoft Tool software development","Programmer Analyst","IL",78000,"Year","Large","CA or VT",327602
"53876",53875,2015,"Certified","INDIA",2016,"WA","AMAZON CORPORATE LLC",1999,"","Bachelor's","Bachelor's","""Software Engineer, Software Developers or related""","Software Development Engineer II","WA",97219,"Year","Large","Unknown",321394
"6113",6112,2014,"Certified-Expired","CHINA",2014,"COLORADO","ECHOSTAR TECHNOLOGIES LLC",2008,"CHINA","Doctorate","Bachelor's","software engineer/developer","Embedded Software Engineer III","COLORADO",87677,"Year","Large","CA or VT",157905
"33402",33401,2015,"Certified-Expired","FRANCE",2016,"NY","THE NEW YORK TIMES COMPANY",1851,"","Bachelor's","Bachelor's","""Sr. Software Engineer, VP of Engineering, Software Developer/Engineer""","Development Manager/Lead","NY",145000,"Year","Large","CA or VT",251584
"29135",29134,2015,"Certified-Expired","INDIA",2015,"NC","IBM CORPORATION",1911,"","Master's","Bachelor's","""Technical Project Manager, Managing Consultant, or related""","Technical Project Manager","MA",72155,"Year","Large","Unknown",236079
"53061",53060,2016,"Certified","GERMANY",2016,"CA","Wargaming America Inc",2011,"","High School","Other","Related occupation","Player Gatherings Manager (Event Planner)","CA",75000,"Year","Medium","CA or VT",318812
"49027",49026,2016,"Certified","INDIA",2016,"TX","""RSM TECHNOLOGY SOLUTIONS, INC""",2010,"","Master's","Bachelor's",""".NET Developer, Oracle Application Developer, or Related""","Sr. Software Developer","TX",81952,"Year","Small","Unknown",305182
"53992",53991,2016,"Certified","INDIA",2016,"WA","""SEATTLE GENETICS, INC.""",1998,"","Master's","Master's","Any occupation with the skills identified in H.14","Senior Statistical Programmer I","WA",90000,"Year","Large","CA or VT",321701
"3244",3243,2013,"Certified","INDIA",2015,"ILLINOIS","CAPGEMINI FINANCIAL SERVICES USA INC.",1989,"INDIA","Master's","Bachelor's","Computer software development","LEAD CONSULTANT","ILLINOIS",111665,"Year","Large","CA or VT",146393
"17791",17790,2014,"Certified","INDIA",2015,"PENNSYLVANIA","""Mastech Alliance, Inc. a Mastech Holdings Company""",2013,"INDIA","Master's","Master's","""Systems Analyst,Software Developer or Similar IT Position""","Senior Software Developer - .Net","PENNSYLVANIA",98821,"Year","Small","CA or VT",195772
"37695",37694,2015,"Certified-Expired","INDIA",2016,"TX","INFOSYS LTD.",1981,"","Bachelor's","Bachelor's","""Project Manager, Sr Consultant, Managing Consultant or rel role""","Senior Project Manager - U.S.","TX",105718,"Year","Large","Unknown",267528
"4621",4620,2013,"Certified-Expired","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",54059,"Year","Large","CA or VT",152905
"47217",47216,2015,"Certified","INDIA",2016,"NJ","""CENTRAPRISE, CORP""",2011,"","Master's","Bachelor's","ANY SUITABLE JOB TITLE","SOFTWARE DEVELOPER","NJ",84500,"Year","Medium","CA or VT",298989
"43322",43321,2015,"Certified","INDIA",2016,"WA","AMAZON CORPORATE LLC",1999,"","Master's","Bachelor's","""Software Engineer, Software Developer, or related""","Software Development Engineer II","WA",97219,"Year","Large","CA or VT",286373
"67901",67900,2016,"Certified","INDIA",2016,"CA","""GUIDEWIRE SOFTWARE, INC""",2002,"","Master's","Bachelor's","Any job re: IT consulting and/or working on technical projects","Implementation Architect","CA",118000,"Year","Large","Unknown",368913
"49402",49401,2016,"Certified","INDIA",2016,"CA","APPLE INC.",1977,"","Master's","Bachelor's","Job offered or related occupation","Materials Program Manager","CA",126896,"Year","Large","CA or VT",306461
"6362",6361,2014,"Certified-Expired","INDIA",2014,"NEW YORK","CONTINENTAL MARBLE INC",1984,"INDIA","Master's","Bachelor's","""Project Manager, Cost Estimator, or equivalent""","Head Technical Estimator","NEW YORK",89419,"Year","Small","CA or VT",158727
"11338",11337,2014,"Certified-Expired","INDIA",2015,"NEW JERSEY","ERNST & YOUNG U.S. LLP",1989,"INDIA","Master's","Master's","""Deputy Manager - Process & Product Development, PI - Supply Chain & Op - Sr""","Adv Manager PI - Supply Chain & Operations - Manu - Manu Reliability","ILLINOIS",118800,"Year","Large","CA or VT",175075
"27398",27397,2015,"Certified-Expired","HONG KONG",2015,"NJ","ERNST & YOUNG U.S. LLP",1989,"","Master's","Master's","SENIOR/ STAFF-BTS-Global Comp. Rep.; Sr. Tax Consultant.; or related","Business Tax Services – Compliance and Reporting (Real Estate) Manager","MA",94037,"Year","Large","CA or VT",228886
"32790",32789,2015,"Certified-Expired","INDIA",2015,"TX","INFOLOB SOLUTIONS INC",2009,"","Master's","Bachelor's","","Oracle DBA II","TX",62200,"Year","Medium","CA or VT",249714
"33591",33590,2015,"Certified-Expired","INDIA",2016,"CA","HCL AMERICA INC.",1988,"","Bachelor's","Bachelor's","Related IT or Engineering role","Senior Systems Analysts","NC",84178,"Year","Large","CA or VT",252345
"13179",13178,2014,"Certified-Expired","UNITED KINGDOM",2015,"CALIFORNIA","""A2Z DEVELOPMENT CENTER, INC.""",2004,"UNITED KINGDOM","Bachelor's","Bachelor's","""Industrial Designer, Hardware Engineer, or related""","Hardware Development Engineer III","CALIFORNIA",125965,"Year","Large","CA or VT",180809
"35518",35517,2015,"Certified-Expired","INDIA",2016,"IL","""GROUPON, INC.""",2008,"","Bachelor's","Bachelor's","software/systems testing or related","Software Development Engineer in Test","IL",84906,"Year","Large","CA or VT",259670
"18883",18882,2014,"Certified","INDIA",2015,"NEW HAMPSHIRE","""KBACE TECHNOLOGIES, INC.""",1998,"INDIA","Master's","Bachelor's","""Principal Consultant, Sr. Consultant or related""","Principal Consultant / ATG SCM","NEW HAMPSHIRE",98060,"Year","Medium","CA or VT",199341
"18486",18485,2015,"Certified","INDIA",2015,"NEW JERSEY","""COMPUNNEL SOFTWARE GROUP, INC.""",1994,"INDIA","Master's","Bachelor's","""ANY SUITABLE TITLE HAVING SIMILAR DUTIES, SKILLS AND TECHNOLOGY.""","DATABASE ADMINISTRATOR","NEW JERSEY",77250,"Year","Large","CA or VT",198143
"53342",53341,2016,"Certified","INDIA",2016,"GA","""PROFICIENT BUSINESS SYSTEMS, INC.""",1994,"","Bachelor's","Master's","Or other related technical occupation.","Database Administrator","GA",111384,"Year","Large","CA or VT",319702
"48658",48657,2016,"Certified","CHINA",2016,"MA","""CHARLES RIVER SYSTEMS, INC""",1984,"","Master's","Master's","Any providing appropriate experience as per H.14 (job title(s) immaterial)","Sr. Software Engineer – JAVA","MA",132000,"Year","Large","CA or VT",304076
"40480",40479,2015,"Certified-Expired","CHINA",2016,"MO","""Abeinsa Engineering, Inc.""",2010,"","Master's","Bachelor's","exp. in eng. design and review of piping systems and pipe stress analysis.","Mechanical Piping Engineer","MO",92872,"Year","Small","CA or VT",276793
"3844",3843,2013,"Certified","INDIA",2015,"MARYLAND","""HUGHES NETWORK SYSTEMS, LLC""",2004,"INDIA","Master's","Bachelor's","","Engineer 3-Systems","MARYLAND",77642,"Year","Large","CA or VT",149279
"37772",37771,2015,"Certified-Expired","CANADA",2016,"FL","SYNIVERSE TECHNOLOGIES INC.",1987,"","Master's","Bachelor's","""Senior System Analyst, Software Engineer, Software Developer or related""","Advisory Systems Engineer- Development","CA",109762,"Year","Large","CA or VT",267694
"19736",19735,2015,"Certified","ISRAEL",2015,"WASHINGTON","AMAZON CORPORATE LLC",1999,"ISRAEL","Master's","Bachelor's","""Program Manager, Sales Manager, or another related occupation""","Product Manager III","WASHINGTON",113942,"Year","Large","CA or VT",201984
